incident_id,date,quarter,school,city,state,school_level
19790416WIWIM,1979-04-16,Spring                                            ,Wisconsin Lutheran High School                                                                                                                                                                          ,Milwaukee                                                                                           ,WI,High                                              
19790328CALOL,1979-03-28,Spring                                            ,Los Angeles High School                                                                                                                                                                                 ,Los Angeles                                                                                         ,CA,High                                              
19790314FLMCM,1979-03-14,Spring                                            ,McArthur High School North                                                                                                                                                                              ,Miami                                                                                               ,FL,High                                              
19700226CABAB,1979-02-26,Winter                                            ,Barstow High School                                                                                                                                                                                     ,Barstow                                                                                             ,CA,High                                              
19790226CABAB,1979-02-26,Winter                                            ,Barstow High School                                                                                                                                                                                     ,Barstow                                                                                             ,CA,High                                              
19790129CAGRS,1979-01-29,Winter                                            ,Grover Cleveland Elementary School                                                                                                                                                                      ,San Diego                                                                                           ,CA,Elementary                                        
19781214CTWIN,1978-12-14,Winter                                            ,Wilbur Cross High School                                                                                                                                                                                ,New Haven                                                                                           ,CT,High                                              
19781129NYPAN,1978-11-29,Fall                                              ,Park West High School                                                                                                                                                                                   ,New York                                                                                            ,NY,High                                              
19781017MOUNU,1978-10-17,Fall                                              ,University City High School                                                                                                                                                                             ,University City                                                                                     ,MO,High                                              
19781017ALLAL,1978-10-17,Fall                                              ,Lanett Junior High School                                                                                                                                                                               ,Lanett                                                                                              ,AL,Junior High                                       
19780610MAWEW,1978-06-10,Summer                                            ,Weymouth South High School                                                                                                                                                                              ,Weymouth                                                                                            ,MA,High                                              
19780607DEDOD,1978-06-07,Summer                                            ,Dover Air High                                                                                                                                                                                          ,Dover                                                                                               ,DE,High                                              
19780519PADOP,1978-05-19,Spring                                            ,Downtown Junior High School                                                                                                                                                                             ,Philadelphia                                                                                        ,PA,Junior High                                       
19780518TXMUA,1978-05-18,Spring                                            ,Murchison Junior High School                                                                                                                                                                            ,Austin                                                                                              ,TX,Junior High                                       
19780428ILRIN,1978-04-28,Spring                                            ,Ridgewood High School                                                                                                                                                                                   ,Norridge                                                                                            ,IL,High                                              
19780426TXPAD,1978-04-26,Spring                                            ,Paul Dunbar Elementary School                                                                                                                                                                           ,Dallas                                                                                              ,TX,Elementary                                        
19780414MIFOD,1978-04-14,Spring                                            ,Fordson High School                                                                                                                                                                                     ,Detroit                                                                                             ,MI,High                                              
19780329TNGAN,1978-03-29,Spring                                            ,Gallatin Junior High School                                                                                                                                                                             ,Nashville                                                                                           ,TN,Junior High                                       
19780309CAMOS,1978-03-09,Spring                                            ,Monroe Elementary School                                                                                                                                                                                ,Santa Rosa                                                                                          ,CA,Elementary                                        
19780222MIEVL,1978-02-22,Winter                                            ,Everett High School                                                                                                                                                                                     ,Lansing                                                                                             ,MI,High                                              
19780209WVHAS,1978-02-09,Winter                                            ,Hayes Junior High School                                                                                                                                                                                ,St. Albans                                                                                          ,WV,Junior High                                       
19780111KYCHH,1978-01-11,Winter                                            ,Christian County Middle School                                                                                                                                                                          ,Hopkinsville                                                                                        ,KY,Middle                                            
19771215MABLC,1977-12-15,Winter                                            ,Blue Hills Vocational High School                                                                                                                                                                       ,Canton                                                                                              ,MA,High                                              
19771212FLWEW,1977-12-12,Winter                                            ,West Orange High School                                                                                                                                                                                 ,Winter Garden                                                                                       ,FL,High                                              
19771209CAPES,1977-12-09,Winter                                            ,Petaluma McNear Elementary                                                                                                                                                                              ,Santa Rosa                                                                                          ,CA,Elementary                                        
19771129MOVAS,1977-11-29,Fall                                              ,Vashon High School                                                                                                                                                                                      ,St. Louis                                                                                           ,MO,High                                              
19771129MOHAS,1977-11-29,Fall                                              ,Hazelwood Central Senior High School                                                                                                                                                                    ,St. Louis                                                                                           ,MO,High                                              
19770711COSOC,1977-07-11,Summer                                            ,South Junior High School                                                                                                                                                                                ,Colorado Springs                                                                                    ,CO,Junior High                                       
19770622ILHOC,1977-06-22,Summer                                            ,Holy Trinity High School                                                                                                                                                                                ,Chicago                                                                                             ,IL,High                                              
19770517FLSTC,1977-05-17,Spring                                            ,Stone Middle School                                                                                                                                                                                     ,Cocoa                                                                                               ,FL,Middle                                            
19770418TNPIN,1977-04-18,Spring                                            ,Pioneer Christian Academy                                                                                                                                                                               ,Nashville                                                                                           ,TN,Other                                             
19770407TXWHW,1977-04-07,Spring                                            ,Whitharral High School                                                                                                                                                                                  ,Whitharral                                                                                          ,TX,High                                              
19770321NYPAH,1977-03-21,Spring                                            ,Parochial School                                                                                                                                                                                        ,Hamburg                                                                                             ,NY,Other                                             
19770308ILCOE,1977-03-08,Spring                                            ,Collinsville High School                                                                                                                                                                                ,Edwardsville                                                                                        ,IL,High                                              
19770228TXHOA,1977-02-28,Winter                                            ,Horace Mann Junior High School                                                                                                                                                                          ,Amarillo                                                                                            ,TX,Junior High                                       
19770228MOROS,1977-02-28,Winter                                            ,Roosevelt High School                                                                                                                                                                                   ,St. Louis                                                                                           ,MO,High                                              
19770209ILFEC,1977-02-09,Winter                                            ,Fenger High School                                                                                                                                                                                      ,Chicago                                                                                             ,IL,High                                              
19770113ILOLB,1977-01-13,Winter                                            ,Old Main Eisenhower High School                                                                                                                                                                         ,Blue Island                                                                                         ,IL,High                                              
19761210MOFRS,1976-12-10,Winter                                            ,Fremont School                                                                                                                                                                                          ,St. Louis                                                                                           ,MO,Elementary                                        
19761110MIBUD,1976-11-10,Fall                                              ,Burt Elementary School                                                                                                                                                                                  ,Detroit                                                                                             ,MI,Elementary                                        
19760920NCGUG,1976-09-20,Fall                                              ,Guildord County School Bus                                                                                                                                                                              ,Greensboro                                                                                          ,NC,                                                  
19760602MDMTC,1976-06-02,Summer                                            ,Mt. Savage High School                                                                                                                                                                                  ,Cumberland                                                                                          ,MD,High                                              
19760514FLPAW,1976-05-14,Spring                                            ,Palm Beach Gardens High School                                                                                                                                                                          ,West Palm Beach                                                                                     ,FL,High                                              
19760513MOMAS,1976-05-13,Spring                                            ,Mark Twain School                                                                                                                                                                                       ,St. Louis                                                                                           ,MO,Elementary                                        
19760412TXODF,1976-04-12,Spring                                            ,O D Wyatt High School                                                                                                                                                                                   ,Fort Worth                                                                                          ,TX,High                                              
19760212MIMUD,1976-02-12,Winter                                            ,Murray-Wright High School                                                                                                                                                                               ,Detroit                                                                                             ,MI,High                                              
19760206FLESP,1976-02-06,Winter                                            ,Escambia High School                                                                                                                                                                                    ,Pensacola                                                                                           ,FL,High                                              
19760123OHCOC,1976-01-23,Winter                                            ,Columbus Central High School                                                                                                                                                                            ,Columbus                                                                                            ,OH,High                                              
19760101AZCAP,1976-01-01,Winter                                            ,Camelback High School                                                                                                                                                                                   ,Phoenix                                                                                             ,AZ,High                                              
19751218CAORS,1975-12-18,Winter                                            ,Orange High School                                                                                                                                                                                      ,Santa Ana                                                                                           ,CA,High                                              
19751024GAMUA,1975-10-24,Fall                                              ,Murphy High School                                                                                                                                                                                      ,Atlanta                                                                                             ,GA,High                                              
19751001NMHEA,1975-10-01,Fall                                              ,Hermosa Elementary School                                                                                                                                                                               ,Artesia                                                                                             ,NM,Elementary                                        
19750911OKGRO,1975-09-11,Fall                                              ,Grant High School                                                                                                                                                                                       ,Oklahoma City                                                                                       ,OK,High                                              
19750711MOCES,1975-07-11,Summer                                            ,Central High School                                                                                                                                                                                     ,St. Louis                                                                                           ,MO,High                                              
19750709ILDEC,1975-07-09,Summer                                            ,Dett Elementary School                                                                                                                                                                                  ,Chicago                                                                                             ,IL,Elementary                                        
19750527MIPID,1975-05-27,Spring                                            ,Pitcher School                                                                                                                                                                                          ,Detroit                                                                                             ,MI,Elementary                                        
19750515MOROS,1975-05-15,Spring                                            ,Rock Junior High School                                                                                                                                                                                 ,St. Louis                                                                                           ,MO,Junior High                                       
19750321VAFAR,1975-03-21,Spring                                            ,Fairmount Elementary School                                                                                                                                                                             ,Richmond                                                                                            ,VA,Elementary                                        
19750321OHPAD,1975-03-21,Spring                                            ,Patterson Cooperative High School                                                                                                                                                                       ,Dayton                                                                                              ,OH,High                                              
19750318MOSUS,1975-03-18,Spring                                            ,Sumner High School                                                                                                                                                                                      ,St. Louis                                                                                           ,MO,High                                              
19750312TXJOH,1975-03-12,Spring                                            ,Jones High School                                                                                                                                                                                       ,Houston                                                                                             ,TX,High                                              
19750224NJSTP,1975-02-24,Winter                                            ,St. James School                                                                                                                                                                                        ,Penns Grove                                                                                         ,NJ,K-8                                               
19750207NYBOM,1975-02-07,Winter                                            ,Board of Cooperative Educational Services                                                                                                                                                               ,Mineola                                                                                             ,NY,Other                                             
19741230NYOLO,1974-12-30,Winter                                            ,Olean High School                                                                                                                                                                                       ,Olean                                                                                               ,NY,High                                              
19741218CAMAL,1974-12-18,Winter                                            ,Manual Arts High School                                                                                                                                                                                 ,Los Angeles                                                                                         ,CA,High                                              
19741125SCCAC,1974-11-25,Fall                                              ,C A Brown High School                                                                                                                                                                                   ,Charleston                                                                                          ,SC,High                                              
19741121ARBOL,1974-11-21,Fall                                              ,Booker Junior High School                                                                                                                                                                               ,Little Rock                                                                                         ,AR,Junior High                                       
19741118SCCAC,1974-11-18,Fall                                              ,C A Brown High School                                                                                                                                                                                   ,Charleston                                                                                          ,SC,High                                              
19741021MDDOB,1974-10-21,Fall                                              ,Douglass High School                                                                                                                                                                                    ,Baltimore                                                                                           ,MD,High                                              
19741007LADEH,1974-10-07,Fall                                              ,Destrehan High School                                                                                                                                                                                   ,Hahnville                                                                                           ,LA,High                                              
19740925CASAL,1974-09-25,Fall                                              ,San Fernando High School                                                                                                                                                                                ,Los Angeles                                                                                         ,CA,High                                              
19740923CAJED,1974-09-23,Fall                                              ,Jefferson High School                                                                                                                                                                                   ,Daly City                                                                                           ,CA,High                                              
19740519FLHIO,1974-05-19,Spring                                            ,Highlands Elementary School                                                                                                                                                                             ,Orlando                                                                                             ,FL,Elementary                                        
19740510TNCHR,1974-05-10,Spring                                            ,Church Hill High School                                                                                                                                                                                 ,Rogersville                                                                                         ,TN,High                                              
19740402CTSTB,1974-04-02,Spring                                            ,St. Stephen's Parochial School                                                                                                                                                                          ,Bridgeport                                                                                          ,CT,Other                                             
19740322INBRB,1974-03-22,Spring                                            ,Brownstown Central High School                                                                                                                                                                          ,Brownstown                                                                                          ,IN,High                                              
19740207CAJAO,1974-02-07,Winter                                            ,James Madison Junior High School                                                                                                                                                                        ,Oakland                                                                                             ,CA,Junior High                                       
19740122CALOL,1974-01-22,Winter                                            ,Locke High School                                                                                                                                                                                       ,Los Angeles                                                                                         ,CA,High                                              
19740117ILBAC,1974-01-17,Winter                                            ,Barton Elementary School                                                                                                                                                                                ,Chicago                                                                                             ,IL,Elementary                                        
19731213OHHUC,1973-12-13,Winter                                            ,Hughes High School                                                                                                                                                                                      ,Cincinnati                                                                                          ,OH,High                                              
19731206CAFRL,1973-12-06,Winter                                            ,Fremont High School                                                                                                                                                                                     ,Los Angeles                                                                                         ,CA,High                                              
19731109CALOL,1973-11-09,Fall                                              ,Long Beach Polytechnic High School                                                                                                                                                                      ,Los Angeles                                                                                         ,CA,High                                              
19731108ILWOC,1973-11-08,Fall                                              ,Woodell Phillips High School                                                                                                                                                                            ,Chicago                                                                                             ,IL,High                                              
19731031MONOS,1973-10-31,Fall                                              ,Northwestern High School                                                                                                                                                                                ,St. Louis                                                                                           ,MO,High                                              
19731024MNCEM,1973-10-24,Fall                                              ,Central High School                                                                                                                                                                                     ,Minneapolis                                                                                         ,MN,High                                              
19731023OHBAB,1973-10-23,Fall                                              ,Barberton High School                                                                                                                                                                                   ,Barberton                                                                                           ,OH,High                                              
19731023MOSUS,1973-10-23,Fall                                              ,Sumner High School                                                                                                                                                                                      ,St. Louis                                                                                           ,MO,High                                              
19731019MOBES,1973-10-19,Fall                                              ,Beaumont High School                                                                                                                                                                                    ,St. Louis                                                                                           ,MO,High                                              
19731002ILELA,1973-10-02,Fall                                              ,Elmhurst Wood Park Community High School                                                                                                                                                                ,Almwood Park                                                                                        ,IL,High                                              
19730928CAWIL,1973-09-28,Fall                                              ,Wilson High School                                                                                                                                                                                      ,Los Angeles                                                                                         ,CA,High                                              
19730501OHRAY,1973-05-01,Spring                                            ,Rayen High School                                                                                                                                                                                       ,Youngtown                                                                                           ,OH,High                                              
19730405CALOL,1973-04-05,Spring                                            ,Locke High School                                                                                                                                                                                       ,Los Angeles                                                                                         ,CA,High                                              
19730226VAARR,1973-02-26,Winter                                            ,Armstrong High School                                                                                                                                                                                   ,Richmond                                                                                            ,VA,High                                              
19730212ALBOM,1973-02-12,Winter                                            ,Booker T. Washington High School                                                                                                                                                                        ,Montgomery                                                                                          ,AL,High                                              
19730131NCCUB,1973-01-31,Winter                                            ,Cumming High School                                                                                                                                                                                     ,Burlington                                                                                          ,NC,High                                              
19730118CAJOL,1973-01-18,Winter                                            ,John Marshall High School                                                                                                                                                                               ,Los Angeles                                                                                         ,CA,High                                              
19730105NCSOS,1973-01-05,Winter                                            ,South Iredell High School                                                                                                                                                                               ,Statesville                                                                                         ,NC,High                                              
19721129FLMIM,1972-11-29,Fall                                              ,Miami Northwest High School                                                                                                                                                                             ,Miami                                                                                               ,FL,High                                              
19721127MIPOP,1972-11-27,Fall                                              ,Pontiac Central High School                                                                                                                                                                             ,Pontiac                                                                                             ,MI,High                                              
19721111CAJEL,1972-11-11,Fall                                              ,Jefferson High School                                                                                                                                                                                   ,Los Angeles                                                                                         ,CA,High                                              
19720921OHTHA,1972-09-21,Fall                                              ,Thorton Junior High                                                                                                                                                                                     ,Akron                                                                                               ,OH,Junior High                                       
19720919TXCUH,1972-09-19,Fall                                              ,Cullen Junior High                                                                                                                                                                                      ,Houston                                                                                             ,TX,Junior High                                       
19720915MISAS,1972-09-15,Fall                                              ,Saginaw High School                                                                                                                                                                                     ,Saginaw                                                                                             ,MI,High                                              
19720914TXFRH,1972-09-14,Fall                                              ,Francis Scott Key Junior High                                                                                                                                                                           ,Houston                                                                                             ,TX,Junior High                                       
